id	gloss	lemma_id
4002	that which disfigures, a blemish, disgrace, dishonor	13458
4003	to disgrace, dishonor	13460
4004	 to advise to the contrary, dissuade	13466
4005	to throw down, hurl down, precipitate, prostrate, raze, fell, cut down, tear down, destroy	13469
4006	an ejection, dispossession	13471
4007	thrown down	13475
4008	a throwing down, felling, fall	13476
4009	to take an oath, swear	13477
4010	one after another, in order, in succession	13481
4011	then, next, thereafter, thence	13482
4012	then, next	13483
4013	 to fall, sink, slip down, glide down, descend	13502
4014	to lament, bewail	13507
4015	P. of delabor	13510
4016	to wear out, tire	13512
4017	an accusation, denunciation	13513
4018	an informer, denouncer	13514
4019	P. of defero	13517
4020	delightful, agreeable	13520
4021	a delight, amusement, sport	13521
4022	a delighting, delight, pleasure, amusement, satisfaction	13522
4023	to allure, attract, delight, charm, please, entertain, interest	13525
4024	picked, choice, select, chosen	13527
4025	a choosing, picking out, selecting, selection; a levy	13528
4026	an assignment	13529
4027	a blandishment, allurement	13534
4028	to soothe, soften, charm, captivate, entice, cajole, fascinate	13535
4029	a soother, charmer	13536
4030	to erase, efface, obliterate, blot out	13538
4031	a destroyer	13542
4032	pondering, reflecting	13548
4033	a deliberation, consultation, consideration	13550
4034	deliberative	13551
4035	one who ponders, a delayer	13552
4036	resolved upon, determined	13553
4037	to weigh well, consider maturely, deliberate, ponder, meditate, take counsel, consult, advise upon	13554
4038	to take, enjoy, pluck, gather	13555
4039	to take off the rind, bark, peel	13556
4040	anointed, besmeared, stained, defiled	13558
4041	delicately, elegantly, luxuriously	13559
4042	alluring, charming, pleasing, delightful, luxurious, voluptuous	13560
4043	gutter	13561
4044	a delight, pleasure, charm, allurement, luxury, voluptuousness	13562
4045	a darling	13566
4046	a sweetheart	13569
4047	a fault, offence, trespass, crime, transgression, wrong, defect	13573
4048	to choose, pick out, select, elect, designate, single out	13576
4049	to bind together, tie up, bind fast, fetter, make fast	13577
4050	to rub off, remove	13585
4051	to fail, be wanting, fall short, trespass, err, commit a fault, do wrong, transgress, offend	13587
4052	to melt away, dissolve, melt	13590
4053	giddiness, silliness, folly, dotage, madness	13597
4054	to be crazy, be deranged, be silly, dote, rave	13600
4055	silly, doting, crazy	13601
4056	to scold, rail	13603
4057	to hide away, conceal oneself, lie hid, lurk	13604
4058	P. of delino	13606
4059	Delian, of Delos; epithet of Apollo	13608
4060	 a dolphin	13614
4061	a place of cleansing, temple, shrine, sanctuary	13618
4062	to play false, mock, deceive, make sport of, delude	13623
4063	to enervate, weaken	13625
4064	P. of deludo	13630
4065	to become wet, be moistened	13633
4066	to give in charge, intrust, commit	13635
4067	to flow down, glide down	13636
4068	out of one’s senses, insane, demented, mad, raving, foolish, distracted	13644
4069	an allowance, ration	13646
4070	P. of demetior	13647
4071	foolishly, madly	13648
4072	insanity, madness, distraction, folly	13649
4073	to deserve well of	13653
4074	to deserve well of, lay under obligation	13654
4075	to sink, submerge, plunge, dip, immerse, bury	13655
4076	P. of demergo	13657
4077	P. of demeto	13658
4078	to measure off, measure out	13659
4079	to mow, reap, cut off, gather, crop, harvest	13660
4080	an emigration	13665
4081	to migrate, emigrate, move, depart, remove, go away	13666
4082	to make smaller, lessen, diminish	13668
4083	a diminution, decrease, lessening, abatement	13669
4084	to wonder, be amazed	13673
4086	a letting down, sinking, lowering	13676
4087	lowered, sunken, low-lying, low	13677
4088	to make mild	13678
4089	to send down, let down, drop, lower, put down, let fall, sink	13679
4090	to take away, take off, subtract, remove, withdraw	13681
4091	to throw down, tear down, raze, demolish	13693
4092	a tearing down, demolishing	13694
4093	a showing, pointing out, description	13697
4094	designating, demonstrative	13699
4095	one who points out, an indicator, guide	13700
4096	to point out, indicate, designate, show	13702
4097	to die off, die (out of a number)	13707
4098	 to retard, detain, delay	13708
4099	P. of demorior	13709
4100	to move away, put away, remove, expel, drive out	13714
4101	P. of demo	13716
4102	bellowing, resounding with herds	13717
4103	to stroke down, stroke caressingly	13718
4104	at length, at last, not till then, just, precisely, only	13719
4105	to fee, bribe	13720
4106	to mutter over	13721
4107	a degeneracy, perversion	13724
4108	to change, alter	13727
4109	containing ten each	13729
4110	to tell, relate, narrate	13730
4111	to swim down	13733
4112	to reject, refuse, deny	13738
4113	distrib., ten each, ten at a time, by tens	13739
4114	purifying from death	13740
4115	and thenceforward, and thereafter, at last, at length, finally, lastly, only, not until	13743
4116	to call, name	13747
4117	to disfigure, make irregular	13748
4118	to mark out, point out, specify, indicate, designate	13751
4119	a tooth	13752
4120	closely, in quick succession	13756
4121	to make thick, thicken, pack, close, press	13758
4122	to make thick, thicken, press, pack, close	13760
4123	thick, close, compact, dense, crowded	13761
4124	the share-beam	13762
4125	having teeth	13766
4126	to marry away, go away in marriage	13778
4127	to lay bare, make naked, denude, uncover	13780
4128	an indication, announcement, declaration, proclamation, threat	13781
4129	to announce, declare, denounce, menace, threaten, intimate, order, command	13784
4130	once more, a second time, anew, afresh, again	13785
4131	the tenth	13786
4132	to unload, disburden	13790
4133	downwards, down	13793
4134	to feed down, feed off, give for food	13802
4135	 to eat up, feed on, consume	13803
4136	to comb off, comb down, comb	13808
4137	P. of depeciscor	13809
4138	a plunderer, embezzler	13810
4139	to despoil, plunder, strip	13812
4140	to drive out, drive away, remove, expel, put out, put off, turn aside	13813
4141	to hang from, hang on, hang down	13814
4142	to pay	13815
4143	to destroy, ruin	13818
4144	to go to ruin, perish, die, be lost, be undone	13819
4145	P. of depecto	13821
4146	P. of depingo	13823
4147	to depict, portray, paint, draw	13826
4148	to bewail, lament (by beating the breast, etc.)	13828
4149	to weep bitterly, moan, wail, lament, complain	13834
4150	to rain down	13836
4151	to lay away, put aside, set down, lay, place, set, deposit	13841
4152	a laying waste, marauding, pillaging	13843
4153	a marauder, pillager	13844
4154	to lay waste, ravage, plunder, pillage	13846
4155	to carry down, carry off, take away	13849
4156	to demand, require, request earnestly, call for	13850
4157	a deposit, trust, bailment	13855
4158	P. of depono	13856
4159	corruptly, perversely	13863
4160	a distortion	13864
4161	to distort, disfigure	13865
4162	earnestly entreating	13867
4163	an averting by prayer, appeal, intercession, plea, apology	13869
4164	an averter, intercessor	13872
4165	to avert by prayer, deprecate, plead against, beg to escape, seek to avoid	13875
4166	to take away, seize upon, catch, snatch	13876
4167	a catching, discovery	13877
4168	P. of deprehendo	13878
4169	sunken, low	13881
4170	to press down, weigh down, sink down, depress	13884
4171	warring violently	13885
4172	to draw out, draw forth, bring out, fetch	13886
4173	to hasten, prepare hastily	13887
4174	to knead	13889
4175	to cease to shame	13892
4176	without buttocks, thin buttocked	13894
4177	to fight decisively, fight out, join battle, combat	13896
4178	a driving off, driving away, repelling, warding off	13898
4179	a destroyer	13900
4180	P. of depello	13902
4181	to cut off, prune	13907
4182	directly, straight	13923
4183	directly, straight	13924
4184	straight, direct, level, upright, perpendicular	13925
4185	an abandoning, disregard, neglect	13926
4186	solitary, deserted	13928
4187	to forsake wholly, abandon, desert	13929
4188	suddenly, on a sudden	13930
4189	to crawl down, sneak down	13931
4190	P. of deripio	13932
4191	to laugh at, laugh to scorn, scoff at, deride, mock	13934
4192	 very laughable, ridiculous	13936
4193	to become stiff, grow rigid, fix, curdle (only perf. system)	13938
4194	to lay straight, set straight, arrange, lay out	13939
4195	to tear off, tear away, snatch away, remove violently, pull down	13940
4196	a mocker, scoffer	13942
4197	mockery, scorn, derision	13945
4198	a leading off, turning away	13947
4199	to lead off, turn away	13949
4200	a partial abrogation, limitation	13950
4201	to repeal in part, restrict, modify	13954
4202	P., gnawed away, nibbled	13955
4203	to take away, detract	13958
4204	broken, precipitous, steep	13960
4205	to rave furiously, rage	13962
4206	to climb down, come down, descend, fall, sink	13964
4207	a descending	13965
4208	a descent, way down	13967
4209	to withdraw, leave, revolt from, desert, go over	13970
4210	to copy off, transcribe, write out, write down	13972
4211	in an orderly manner	13974
4212	a marking out, delineation, copy, transcript, draft	13975
4213	precisely ordered, properly arranged	13979
4214	to cut off, cut away	13981
4215	to leave, forsake, abandon, desert, give up	13984
4216	desert	13986
4217	one who forsakes, a deserter	13988
4218	deserted, desert, solitary, lonely, waste	13991
4219	to serve zealously, be devoted, be subject, be of service	13992
4220	inactive, indolent, idle	13993
4221	to sit long, sit idle, remain inactive	13995
4222	wanted, desirable	13996
4223	a desiring, longing, missing	13997
4224	P. of desidero	13999
4225	a longing, ardent desire, wish, want, grief, regret	14000
4226	to long for, ask, demand, call for, wish for, desire, require, expect	14001
4227	a sitting idle, idleness, inactivity, sloth	14002
4228	slothful, indolent, lazy, idle	14004
4229	to sink, settle down, fall	14005
4230	a marking out, specification	14008
4231	(designated); elect	14010
4232	to mark out, point out, trace, designate, define (often confounded with dissigno)	14011
4233	to leap down, dismount	14013
4234	to leave off, give over, cease, desist, forbear	14014
4235	foolish, silly	14016
4236	to be void of understanding, be silly, act foolishly	14018
4237	to leave off, cease, give over, desist from	14019
4238	P. of desino	14020
4239	to leave alone, forsake, abandon, desert	14024
4240	to look down upon	14029
4241	contemptible, scorned	14032
4242	a looking down upon, view, prospect	14033
4243	hopelessly, despairingly	14035
4244	hopelessness, despair	14036
4245	given up, despaired of, irremediable, desperate	14037
4246	to be hopeless, have no hope, despair of, give up	14039
4247	contempt	14041
4248	in contempt, despised	14042
4249	contempt	14043
4250	contemptible	14044
4251	contemptuous	14045
4252	a despising, contempt	14046
4253	to look down upon	14047
4254	to rob, plunder, despoil	14052
4255	to promise to give, promise, pledge	14053
4256	to skim off, skim	14058
4257	to spit out, spit upon	14059
4258	to drip, trickle down	14066
4259	an assignment	14070
4260	a mark, target	14072
4261	fixed, determined, destined, inevitable	14073
4262	to make fast, make firm, bind, fix, stay	14074
4263	perf. of desisto	14075
4264	to set down, set forth, put away, bring forward, leave alone	14077
4265	an abandonment, desertion, disappointment	14078
4266	P. of destituo	14080
4267	severe, rigid	14082
4268	to strip off	14083
4269	to tear down, raze, demolish	14089
4270	on a sudden, suddenly	14090
4271	to sweat, make great exertion	14095
4272	estranged	14097
4273	disuse, want of practice	14099
4274	disused, laid aside, unfamiliar, out of use, obsolete	14100
4275	a vaulter, circus-rider	14102
4276	of a vaulter	14103
4277	to be away, be absent, fail, be wanting, be missing	14106
4278	to take, choose, select	14107
4279	Of motion, from above, from overhead	14109
4280	to rise	14110
4281	to uncover, expose, lay bare, unroof	14115
4282	to unstretch	14116
4283	P. of detineo	14120
4284	to wipe off, wipe away	14121
4285	lower, worse, poorer, meaner	14122
4286	worse, less	14124
4287	a boundary, conclusion	14126
4288	to enclose, bound, limit, prescribe	14128
4289	to rub away, wear away	14129
4290	to frighten off, deter, discourage, prevent, hinder	14130
4291	P. of detergeo	14132
4292	execrable, abominable, detestable	14133
4293	execrable	14134
4294	the invocation of a curse	14135
4295	accursed, hateful, abominable	14137
4296	to curse, execrate, abominate	14139
4297	to weave, plait	14140
4298	to hold off, keep back, detain, check	14141
4299	to shear off, cut off, clip, shear	14142
4300	to thunder down, thunder	14143
4301	P. of detondeo	14146
4302	to bend aside, turn off, turn away, turn, direct	14148
4303	a taking away, wresting, withdrawal, removal	14151
4304	a disparager	14152
4305	P. of detraho	14154
4306	to draw off, take down, pull down, take away, remove, withdraw, drag, bring	14155
4307	a declining, refusing	14156
4308	a diminisher, disparager	14157
4309	to decline, refuse, reject, shirk	14158
4310	hurtful, detrimental	14159
4311	that which is worn away	14160
4312	P. of detero	14161
4313	to thrust away, thrust down, push down, push off, strip off	14163
4314	to lop, cut off	14165
4315	P. of detrudo	14167
4316	to thrust down, beat down, expel, overthrow, tear down, hurl, strike down	14170
